Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1227,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1225,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1225,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1216,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1216,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1216,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1210,20,T:System.Net.Http.HttpContent,,,,,request_.Content = content_;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1199,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1166,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1166,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1148,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1146,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1146,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1137,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1137,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1137,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,1123,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,979,20,T:System.Net.Http.HttpContent,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      using (var streamReader = new System.IO.StreamReader(responseStream))                      using (var jsonTextReader = new Newtonsoft.Json.JsonTextReader(streamReader))                      {                          var serializer = Newtonsoft.Json.JsonSerializer.Create(JsonSerializerSettings);                          var typedBody = serializer.Deserialize<T>(jsonTextReader);                          return new ObjectResponseResult<T>(typedBody!, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,979,20,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      using (var streamReader = new System.IO.StreamReader(responseStream))                      using (var jsonTextReader = new Newtonsoft.Json.JsonTextReader(streamReader))                      {                          var serializer = Newtonsoft.Json.JsonSerializer.Create(JsonSerializerSettings);                          var typedBody = serializer.Deserialize<T>(jsonTextReader);                          return new ObjectResponseResult<T>(typedBody!, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,963,16,T:System.Net.Http.HttpContent,,,,,var responseText = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,956,12,T:System.Net.Http.HttpContent,,,,,"if (response == null || response.Content == null)              {                  return new ObjectResponseResult<T>(default(T)!, string.Empty);              }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,921,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,921,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,903,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,901,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,901,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,892,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,892,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,892,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,885,20,T:System.Net.Http.HttpContent,,,,,"request_.Content = new System.Net.Http.StringContent(string.Empty, System.Text.Encoding.UTF8, ""application/json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,850,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,850,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,832,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,830,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,830,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,821,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,821,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,821,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,780,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,780,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,762,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,760,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,760,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,751,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,751,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,751,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,608,20,T:System.Net.Http.HttpContent,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      using (var streamReader = new System.IO.StreamReader(responseStream))                      using (var jsonTextReader = new Newtonsoft.Json.JsonTextReader(streamReader))                      {                          var serializer = Newtonsoft.Json.JsonSerializer.Create(JsonSerializerSettings);                          var typedBody = serializer.Deserialize<T>(jsonTextReader);                          return new ObjectResponseResult<T>(typedBody!, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,608,20,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      using (var streamReader = new System.IO.StreamReader(responseStream))                      using (var jsonTextReader = new Newtonsoft.Json.JsonTextReader(streamReader))                      {                          var serializer = Newtonsoft.Json.JsonSerializer.Create(JsonSerializerSettings);                          var typedBody = serializer.Deserialize<T>(jsonTextReader);                          return new ObjectResponseResult<T>(typedBody!, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,592,16,T:System.Net.Http.HttpContent,,,,,var responseText = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,585,12,T:System.Net.Http.HttpContent,,,,,"if (response == null || response.Content == null)              {                  return new ObjectResponseResult<T>(default(T)!, string.Empty);              }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,550,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,550,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,532,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,530,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,530,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,521,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
